,state_name,state_name_normalized,city_name,city_name_normalized,place_type,population:normalized,wikidata,centroid
20137,New York,new_york,Middletown,middletown,town,30345,Q304801,POINT (-74.4164807 41.45011)
20144,New York,new_york,West Seneca,west_seneca,town,45500,Q3300204,POINT (-78.7541466 42.8395833)
20145,New York,new_york,Grand Island,grand_island,town,21389,Q942395,POINT (-78.9636394 43.0183219)
20158,New York,new_york,Bethlehem,bethlehem,town,35034,Q3708873,POINT (-73.833333 42.6)
20162,New York,new_york,Cornwall,cornwall,town,12884,Q3710140,POINT (-74.035833 41.434444)
20165,New York,new_york,Cortlandt,cortlandt,town,42545,Q167239,POINT (-73.9259559 41.2446453)
20168,New York,new_york,Bellmore,bellmore,town,16297,Q17399831,POINT (-73.526597 40.660238)
20170,New York,new_york,Bethpage,bethpage,town,16658,Q1144537,POINT (-73.485536 40.749517)
20179,New York,new_york,Lackawanna,lackawanna,town,19949,Q1380568,POINT (-78.823648 42.8257735)
20182,New York,new_york,Salina,salina,town,33223,Q3708563,POINT (-76.1767308 43.1022899)
20190,New York,new_york,Niagara-on-the-Lake,niagara-on-the-lake,town,17511,Q448372,POINT (-79.12462271456128 43.202552935848594)
20191,New York,new_york,Niagara Falls,niagara_falls,city,93000,Q274120,POINT (-79.10184313849767 43.05100420887377)
20192,New York,new_york,Fort Erie,fort_erie,town,30710,Q268103,POINT (-79.02426994249387 42.91610569969696)
20193,New York,new_york,Brockville,brockville,town,21346,Q34047,POINT (-75.69705042591266 44.60049125327815)
20207,North Carolina,north_carolina,Lexington,lexington,town,19632,Q181370,POINT (-80.2533838 35.8240265)
20219,North Carolina,north_carolina,Clemmons,clemmons,town,21163,Q1100440,POINT (-80.3819984 36.0215258)
20221,North Carolina,north_carolina,Winston-Salem,winston-salem,city,249545,Q49227,POINT (-80.2440518 36.0998131)
20228,North Carolina,north_carolina,Davidson,davidson,town,10944,Q2026925,POINT (-80.8485218 35.4992614)
20243,North Carolina,north_carolina,Statesville,statesville,town,25432,Q553956,POINT (-80.8873574 35.7827676)
20246,North Carolina,north_carolina,Matthews,matthews,town,26296,Q2028173,POINT (-80.7224386 35.1159532)
20247,North Carolina,north_carolina,Cornelius,cornelius,town,20449,Q2028004,POINT (-80.8590006 35.481705)
20258,North Carolina,north_carolina,Shelby,shelby,town,21378,Q2029222,POINT (-81.5356463 35.2923513)
20265,North Carolina,north_carolina,Kernersville,kernersville,town,23123,Q2028144,POINT (-80.0736533 36.1198589)
20276,North Carolina,north_carolina,Kings Mountain,kings_mountain,town,10296,Q1742139,POINT (-81.3410516 35.2450607)
20284,North Carolina,north_carolina,Albemarle,albemarle,town,15414,Q921689,POINT (-80.2000578 35.3501426)
20288,North Carolina,north_carolina,Hickory,hickory,town,40374,Q2028564,POINT (-81.3442915 35.7333312)
20293,North Carolina,north_carolina,Lincolnton,lincolnton,town,10599,Q2029779,POINT (-81.2545251 35.473745)
20295,North Carolina,north_carolina,Charlotte,charlotte,city,751087,Q16565,POINT (-80.8430827 35.2272086)
20299,North Carolina,north_carolina,Kannapolis,kannapolis,town,47839,Q2029146,POINT (-80.6240008 35.4979605)
20305,North Carolina,north_carolina,Morganton,morganton,town,16918,Q1021031,POINT (-81.6870837 35.7454291)
20310,North Carolina,north_carolina,Monroe,monroe,town,30871,Q1019160,POINT (-80.5495112 34.9854275)
20315,North Carolina,north_carolina,Salisbury,salisbury,town,28480,Q2028813,POINT (-80.4742261 35.6709727)
20324,North Carolina,north_carolina,Mount Holly,mount_holly,town,15536,Q2030238,POINT (-81.0161686 35.2976298)
20331,North Carolina,north_carolina,Pineville,pineville,town,10602,Q2029607,POINT (-80.8871253 35.0855409)
20335,North Carolina,north_carolina,Hendersonville,hendersonville,town,11808,Q678740,POINT (-82.4609528 35.3187279)
20337,North Carolina,north_carolina,Gastonia,gastonia,city,69904,Q943775,POINT (-81.1838186 35.2622654)
20352,North Carolina,north_carolina,Boone,boone,town,19562,Q893055,POINT (-81.684004 36.2187873)
20356,North Carolina,north_carolina,Newton,newton,town,13035,Q2027967,POINT (-81.2219363 35.6630887)
20358,North Carolina,north_carolina,Lewisville,lewisville,town,13381,Q1822220,POINT (-80.4192216 36.0970819)
20359,North Carolina,north_carolina,Indian Trail,indian_trail,town,17491,Q2028087,POINT (-80.6692352 35.0768141)
20362,North Carolina,north_carolina,High Point,high_point,city,104371,Q631194,POINT (-80.0053176 35.9556924)
20370,North Carolina,north_carolina,Concord,concord,city,109896,Q1030184,POINT (-80.5800049 35.4094178)
20380,North Carolina,north_carolina,Lenoir,lenoir,town,17938,Q2028342,POINT (-81.5389849 35.9140196)
20383,North Carolina,north_carolina,Thomasville,thomasville,town,27183,Q631186,POINT (-80.081817 35.8831786)
20397,North Carolina,north_carolina,Huntersville,huntersville,city,67087,Q2028183,POINT (-80.8429304 35.4108278)
20398,North Carolina,north_carolina,Mount Airy,mount_airy,town,10611,Q631590,POINT (-80.6072138 36.4993877)
20399,North Carolina,north_carolina,Asheville,asheville,city,72789,Q648501,POINT (-82.5508407 35.595363)
20414,North Carolina,north_carolina,Archdale,archdale,town,11907,Q632476,POINT (-79.9719831 35.914581)
20417,North Carolina,north_carolina,Fayetteville,fayetteville,city,205678,Q5439043,POINT (-78.878292 35.0525759)
20419,North Carolina,north_carolina,Wake Forest,wake_forest,town,47601,Q2022236,POINT (-78.5103731 35.9803138)
20421,North Carolina,north_carolina,Goldsboro,goldsboro,town,38203,Q367400,POINT (-77.9927651 35.3848841)
20436,North Carolina,north_carolina,Holly Springs,holly_springs,town,17425,Q2030155,POINT (-78.8336218 35.6512655)
20437,North Carolina,north_carolina,Jacksonville,jacksonville,city,72723,Q986369,POINT (-77.4309829 34.7509962)
20453,North Carolina,north_carolina,Chapel Hill,chapel_hill,city,61960,Q671812,POINT (-79.05578 35.9131542)
20471,North Carolina,north_carolina,Eden,eden,town,15643,Q1283521,POINT (-79.7667026 36.4884715)
20481,North Carolina,north_carolina,Lumberton,lumberton,town,19025,Q2029674,POINT (-79.008205 34.6183305)
20488,North Carolina,north_carolina,Pinehurst,pinehurst,town,17581,Q119542,POINT (-79.4692796 35.1951981)
20492,North Carolina,north_carolina,Asheboro,asheboro,town,26974,Q725046,POINT (-79.8136446 35.7079146)
20497,North Carolina,north_carolina,Garner,garner,town,23741,Q2028273,POINT (-78.6141709 35.7112642)
20501,North Carolina,north_carolina,Henderson,henderson,town,15060,Q12891494,POINT (-78.4027265 36.3273648)
20527,North Carolina,north_carolina,New Bern,new_bern,town,31291,Q1002490,POINT (-77.0398762 35.1068428)
20536,North Carolina,north_carolina,Greenville,greenville,city,87521,Q1989904,POINT (-77.3724593 35.613224)
20560,North Carolina,north_carolina,Mebane,mebane,town,16262,Q931859,POINT (-79.2669619 36.0959715)
20566,North Carolina,north_carolina,Graham,graham,town,14144,Q153183,POINT (-79.4005756 36.0690258)
20578,North Carolina,north_carolina,Winterville,winterville,town,10591,Q2025474,POINT (-77.4022447 35.5282267)
20590,North Carolina,north_carolina,Greensboro,greensboro,city,299035,Q49238,POINT (-79.7919754 36.0726355)
20609,North Carolina,north_carolina,Fuquay-Varina,fuquay-varina,town,34152,Q2028768,POINT (-78.7998691 35.5843849)
20616,North Carolina,north_carolina,Apex,apex,city,58780,Q1876560,POINT (-78.8505516 35.7325352)
20617,North Carolina,north_carolina,Kinston,kinston,town,22729,Q2048581,POINT (-77.5816353 35.2626635)
20650,North Carolina,north_carolina,Wilmington,wilmington,city,95944,Q659400,POINT (-77.9487284 34.2352853)
20656,North Carolina,north_carolina,Leland,leland,town,23504,Q2028761,POINT (-78.0040029 34.236434)
20662,North Carolina,north_carolina,Southern Pines,southern_pines,town,15545,Q2028106,POINT (-79.3922539 35.1740471)
20672,North Carolina,north_carolina,Smithfield,smithfield,town,12271,Q165482,POINT (-78.346102 35.5111996)
20676,North Carolina,north_carolina,Clayton,clayton,town,13842,Q1099274,POINT (-78.4563914 35.650711)
20678,North Carolina,north_carolina,Roanoke Rapids,roanoke_rapids,town,14320,Q2028322,POINT (-77.6573514 36.4558016)
20684,North Carolina,north_carolina,Carrboro,carrboro,town,21295,Q780330,POINT (-79.0752876 35.9099875)
20685,North Carolina,north_carolina,Elizabeth City,elizabeth_city,town,18683,Q1018467,POINT (-76.2203699 36.3010192)
20689,North Carolina,north_carolina,Morrisville,morrisville,town,18576,Q2028159,POINT (-78.8300321 35.824341)
20696,North Carolina,north_carolina,Sanford,sanford,town,30261,Q2022913,POINT (-79.1802994 35.4798757)
20720,North Carolina,north_carolina,Laurinburg,laurinburg,town,15766,Q1904873,POINT (-79.4628248 34.7740495)
20722,North Carolina,north_carolina,Piney Green,piney_green,town,14386,,POINT (-77.3202363 34.7159959)
20723,North Carolina,north_carolina,Durham,durham,city,283506,Q49229,POINT (-78.9018053 35.996653)
20724,North Carolina,north_carolina,Reidsville,reidsville,town,14859,Q269015,POINT (-79.6644748 36.3548586)
20730,North Carolina,north_carolina,Hope Mills,hope_mills,town,12630,Q2028013,POINT (-78.9453056 34.9704419)
20741,North Carolina,north_carolina,Raleigh,raleigh,city,431746,Q41087,POINT (-78.6390989 35.7803977)
20743,North Carolina,north_carolina,Burlington,burlington,town,49963,Q1016633,POINT (-79.4377991 36.0956918)
20744,North Carolina,north_carolina,Tarboro,tarboro,town,10564,Q931645,POINT (-77.5358049 35.8968236)
20757,North Carolina,north_carolina,Havelock,havelock,town,21906,Q2027902,POINT (-76.9014457 34.8785)
20767,North Carolina,north_carolina,Wilson,wilson,town,49167,Q595348,POINT (-77.9115243 35.7241718)
20774,North Carolina,north_carolina,Cary,cary,city,176987,Q852665,POINT (-78.7812081 35.7882893)
20779,North Carolina,north_carolina,Rocky Mount,rocky_mount,city,54341,Q1021026,POINT (-77.7956949 35.9423833)
20784,North Carolina,north_carolina,Mooresville,mooresville,town,32711,Q2027955,POINT (-80.8100724 35.5848596)
20808,North Dakota,north_dakota,Grand Forks,grand_forks,city,50372,Q34144,POINT (-97.0306325 47.9252104)
20840,North Dakota,north_dakota,West Fargo,west_fargo,town,38626,Q1001721,POINT (-96.900362 46.874967)
20855,North Dakota,north_dakota,Mandan,mandan,town,17449,Q28419,POINT (-100.889704 46.826415)
20884,North Dakota,north_dakota,Jamestown,jamestown,town,15422,Q1052658,POINT (-98.708436 46.910544)
20934,North Dakota,north_dakota,Fargo,fargo,city,90056,Q34109,POINT (-96.789821 46.877229)
20988,North Dakota,north_dakota,Minot,minot,town,34745,Q487201,POINT (-101.296273 48.23251)
21015,North Dakota,north_dakota,Williston,williston,town,30000,Q1999172,POINT (-103.621814 48.1465457)
21054,North Dakota,north_dakota,Dickinson,dickinson,town,15636,Q853559,POINT (-102.7896242 46.8791756)
21057,North Dakota,north_dakota,Bismarck,bismarck,city,58333,Q37066,POINT (-100.783739 46.808327)
21076,Ohio,ohio,Cleveland,cleveland,city,472624,Q37320,POINT (-81.6936772 41.4996574)
21077,Ohio,ohio,Toledo,toledo,city,268508,Q49239,POINT (-83.5378173 41.6529143)
21084,Ohio,ohio,Canton,canton,city,70426,Q491239,POINT (-81.3749508 40.7985464)
21105,Ohio,ohio,Bellefontaine,bellefontaine,town,12808,Q815891,POINT (-83.7596557 40.3611643)
21118,Ohio,ohio,Norwalk,norwalk,town,16576,Q388091,POINT (-82.6155745 41.2424219)
21121,Ohio,ohio,Van Wert,van_wert,town,11092,Q1012164,POINT (-84.5829261 40.8696461)
21123,Ohio,ohio,North Olmsted,north_olmsted,town,31538,Q998615,POINT (-81.9234726 41.4156025)
21125,Ohio,ohio,Akron,akron,city,189347,Q163132,POINT (-81.518485 41.083064)
21133,Ohio,ohio,Wadsworth,wadsworth,town,20155,Q2233911,POINT (-81.7298519 41.0256101)
21144,Ohio,ohio,Vandalia,vandalia,town,14226,Q476669,POINT (-84.1988308 39.8906122)
21146,Ohio,ohio,Willoughby,willoughby,town,23898,Q2233824,POINT (-81.4065011 41.6397696)
21157,Ohio,ohio,University Heights,university_heights,town,13203,Q998604,POINT (-81.537346 41.497831)
21158,Ohio,ohio,Clayton,clayton,town,13069,Q1004062,POINT (-84.3605022 39.8631101)
21166,Ohio,ohio,Defiance,defiance,town,17105,Q651108,POINT (-84.3620688 41.2867659)
21169,Ohio,ohio,Lebanon,lebanon,town,20033,Q986776,POINT (-84.2029922 39.4353373)
21176,Ohio,ohio,New Philadelphia,new_philadelphia,town,17677,Q1000241,POINT (-81.4456706 40.4897871)
21186,Ohio,ohio,Urbana,urbana,town,11586,Q1762816,POINT (-83.7524298 40.1083912)
21192,Ohio,ohio,Berea,berea,town,17922,Q818897,POINT (-81.8543026 41.3661614)
21202,Ohio,ohio,Dover,dover,town,12504,Q990927,POINT (-81.4741475 40.5213381)
21207,Ohio,ohio,Mason,mason,town,29491,Q986779,POINT (-84.309939 39.3600586)
21211,Ohio,ohio,Wilmington,wilmington,town,12520,Q949651,POINT (-83.8285375 39.4453393)
21219,Ohio,ohio,Portsmouth,portsmouth,town,18252,Q685335,POINT (-82.9962742 38.7345374)
21227,Ohio,ohio,Bowling Green,bowling_green,town,29725,Q895459,POINT (-83.6513229 41.3747744)
21232,Ohio,ohio,Gahanna,gahanna,town,33080,Q1924937,POINT (-82.8791363 40.0195625)
21242,Ohio,ohio,Marysville,marysville,town,17621,Q990973,POINT (-83.3671432 40.2364486)
21247,Ohio,ohio,Riverside,riverside,town,22462,Q428366,POINT (-84.1246358 39.7793976)
21250,Ohio,ohio,Amherst,amherst,town,12870,Q2232720,POINT (-82.2223775 41.3978217)
21253,Ohio,ohio,Salem,salem,town,12130,Q919402,POINT (-80.8567502 40.9008923)
21276,Ohio,ohio,Bath Township,bath_township,town,10024,Q4868961,POINT (-81.636458 41.1687479)
21281,Ohio,ohio,North Royalton,north_royalton,town,30687,Q1004057,POINT (-81.7245739 41.3136644)
21282,Ohio,ohio,East Liverpool,east_liverpool,town,12305,Q998893,POINT (-80.5772928 40.6186756)
21283,Ohio,ohio,Westlake,westlake,town,33972,Q140006,POINT (-81.9179174 41.4553232)
21285,Ohio,ohio,Mansfield,mansfield,city,50212,Q983698,POINT (-82.5154471 40.75839)
21287,Ohio,ohio,Trenton,trenton,town,11869,Q2374079,POINT (-84.4577222 39.4808905)
21288,Ohio,ohio,Warren,warren,town,39020,Q862733,POINT (-80.8190423 41.2367955)
21290,Ohio,ohio,Sagamore Hills,sagamore_hills,town,10814,,POINT (-81.5617791 41.3365056)
21291,Ohio,ohio,Springfield,springfield,city,62844,Q40325,POINT (-83.810138 39.9234046)
21293,Ohio,ohio,Cincinnati,cincinnati,city,414915,Q43196,POINT (-84.5124602 39.1014537)
21302,Ohio,ohio,Conneaut,conneaut,town,12181,Q868777,POINT (-80.5561011 41.9440977)
21309,Ohio,ohio,Xenia,xenia,town,25441,Q1915576,POINT (-83.9296526 39.6847822)
21316,Ohio,ohio,Ironton,ironton,town,11416,Q1004236,POINT (-82.6829406 38.5367471)
21323,Ohio,ohio,North Canton,north_canton,town,17891,Q586285,POINT (-81.4023356 40.875891)
21324,Ohio,ohio,Washington Court House,washington_court_house,town,13612,Q2203766,POINT (-83.4390843 39.5364511)
21327,Ohio,ohio,Newark,newark,city,50383,Q986689,POINT (-82.4012643 40.0581205)
21333,Ohio,ohio,Grove City,grove_city,town,31820,Q590713,POINT (-83.0929645 39.8814519)
21336,Ohio,ohio,Austintown,austintown,town,36049,Q769864,POINT (-80.7638514 41.0996151)
21343,Ohio,ohio,Tiffin,tiffin,town,17347,Q990934,POINT (-83.1779537 41.114485)
21345,Ohio,ohio,Stow,stow,town,34342,Q1007079,POINT (-81.4406258 41.1596261)
21352,Ohio,ohio,Massillon,massillon,town,32146,Q992289,POINT (-81.5231597 40.7965119)
21355,Ohio,ohio,Brook Park,brook_park,town,18063,Q928714,POINT (-81.8045788 41.3983838)
21356,Ohio,ohio,North Ridgeville,north_ridgeville,town,37058,Q1018262,POINT (-82.0190321 41.3894905)
21367,Ohio,ohio,Springdale,springdale,town,11223,Q1009996,POINT (-84.4852213 39.287002)
21368,Ohio,ohio,Solon,solon,town,23702,Q978968,POINT (-81.4412259 41.3897764)
21374,Ohio,ohio,Wickliffe,wickliffe,town,12646,Q960131,POINT (-81.453449 41.605327)
21375,Ohio,ohio,Columbus,columbus,city,905748,Q16567,POINT (-83.0007065 39.9622601)
21385,Ohio,ohio,Twinsburg,twinsburg,town,19328,Q431254,POINT (-81.4401129 41.3125552)
21387,Ohio,ohio,Rocky River,rocky_river,town,21236,Q1004761,POINT (-81.8393034 41.4756031)
21396,Ohio,ohio,Bedford Heights,bedford_heights,town,10721,Q206628,POINT (-81.5061146 41.4143826)
21397,Ohio,ohio,Piqua,piqua,town,21159,Q998596,POINT (-84.2424449 40.1447732)
21404,Ohio,ohio,Beavercreek,beavercreek,town,39366,Q2233290,POINT (-84.0632685 39.7092262)
21408,Ohio,ohio,Willowick,willowick,town,14145,Q2116622,POINT (-81.468727 41.633103)
21427,Ohio,ohio,Middletown,middletown,town,48694,Q985515,POINT (-84.4041725 39.516644)
21437,Ohio,ohio,Richmond Heights,richmond_heights,town,10509,Q961954,POINT (-81.510121 41.552829)
21438,Ohio,ohio,Worthington,worthington,town,13079,Q1926837,POINT (-83.0179593 40.0930945)
21443,Ohio,ohio,Maple Heights,maple_heights,town,22984,Q1007064,POINT (-81.5655597 41.4154413)
21445,Ohio,ohio,Norwood,norwood,town,19532,Q740980,POINT (-84.4596641 39.1556149)
21458,Ohio,ohio,Powell,powell,town,11494,Q2233834,POINT (-83.0751869 40.1578403)
21461,Ohio,ohio,Struthers,struthers,town,10063,Q2372872,POINT (-80.5917707 41.0543573)
